id,trigger,conditions,script,text,options,notes
GS_ADVENTURERS_cont1SelBoom,DialogOptionSelected,"$option == GS_ADVENTURERS_cont1
RollProbability 0.5","$explored = true
UniqueEncounter setInteractedWith $gsType
RemoveCommodity crew 1
PlaySound hit_heavy","L'un des sauveteurs est trop pressé et saute une étape des protocoles mesurés qui ont fait la réputation de votre chef des opérations, gagnant ainsi le bénéfice d'une mesure défensive sur mesure cachée dans le panneau d'accès à la priorité de la soute.",GS_ADVENTURERS_contBoom:Continue,
GS_ADVENTURERS_contBoomSel,DialogOptionSelected,$option == GS_ADVENTURERS_contBoom,,"Votre chef des opérations grogne, intimidant les sauveteurs restants pour les amener à une obéissance paranoïaque. Plusieurs autres explosifs et surcharges de panneaux sont désarmés avant que l'accès à la coque ne soit dégagé.",GS_ADVENTURERS_cont2:Continue,
GS_ADVENTURERS_cont2Sel,DialogOptionSelected,$option == GS_ADVENTURERS_cont2,$salvageLeaveText = Leave 0,"Il s'agit d'un navire d'aventuriers mercenaires dont l'équipage est composé d'un mélange coloré de personnalités distinctes provenant de mondes représentatifs d'une large partie du secteur perséen.

Le capitaine était un ancien officier qui s'est retrouvé du côté des perdants d'une rébellion mineure au sein de la Ligue Perséenne. Le pilote, un coureur devenu contrebandier, s'est remis de sa dépendance à la stimulation. Ancien Diktat devenu renégat, présent au massacre de... descendant d'une famille d'officiers d'Eventide, mère autoritaire, renié après... l'ingénieur, l'armurier, le navigateur... tous détails sans importance. Vous parcourez le rapport plus rapidement.

Vous ne pouvez pas imaginer comment ils ont réussi à travailler ensemble. Cela n'a pas d'importance; ils sont tous morts maintenant.","salExplore:Assess the ship's salvage value
defaultLeave:Leave",
,,,,,,
"Abyssal ghost ships, ""Chartery of Opis"" variation",,,,,,
GS_OPIS_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_OPIS score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",Votre $shipOrFleet s'approche de $aOrAn $nameInText.,"GS_OPIS_cont1:Explore
defaultLeave:Leave",
GS_OPIS_cont1Sel,DialogOptionSelected,$option == GS_OPIS_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","Vous regardez les équipes de sauvetage via un flux vidéo alors que leur plate-forme et l'essaim de drones qui les accompagne s'approchent de l'épave.

Les détails des scans optiques à longue portée sont confirmés : sous une patine d'altération spatiale, la coque porte toujours un enregistrement d'entreprise et l'emblème de la Charte d'Opis, un régime politique anéanti lors de la crise d'Askonia du cycle 181.",GS_OPIS_cont2:Continue,
GS_OPIS_cont2Sel,DialogOptionSelected,$option == GS_OPIS_cont2,,"Le seul corps retrouvé à bord est celui de l'ancien capitaine, assis à sa console de commande, les yeux desséchés fixés sur le néant suffocant de l'espace profond.

Derrière le CIC, dans le centre informatique blindé, se trouve une interface centrale d'IA fabriquée par Tri-Tachyon. Juste assis là, sans prétention, à l'air libre, une installation matérielle commerciale parfaitement décontractée. Cela remonte au navire plus loin, avant les guerres de l'IA.

Mais aucun noyau n’est dans le berceau. Peut-être a-t-elle été prise lorsque le navire a été abandonné.",GS_OPIS_cont3:Continue,
GS_OPIS_cont3Sel,DialogOptionSelected,$option == GS_OPIS_cont3,$salvageLeaveText = Leave 0,"Votre responsable technique supervise une tentative de lecture des journaux, pour trouver une idée de ce qui s'est passé et pourquoi - mais les banques de mémoire ont toutes été effacées par un programme d'effacement répété qui s'est poursuivi jusqu'à ce que l'alimentation de secours disparaisse.

Une enquête médico-archéologique complète pourrait révéler des réponses, mais vous n'avez ni le temps ni l'équipement pour une telle indulgence.","salExplore:Assess the ship's salvage value
defaultLeave:Leave",
,,,,,,
"Abyssal ghost ships, ""Pirates"" variation",,,,,,
GS_PIRATES_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_PIRATES score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",Votre $shipOrFleet s'approche de $aOrAn $nameInText.,"GS_PIRATES_cont1:Explore
defaultLeave:Leave",
GS_PIRATES_cont1Sel,DialogOptionSelected,$option == GS_PIRATES_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","Alors que vos équipes de secours franchissent la coque, elles découvrent des signes révélateurs d'un équipage de pirates : des armes de poing bien en vue, un décor aussi audacieux et brutal que simple - les crânes et le rouge sang prédominent, et des signes d'entretien nonchalant effectué sur le systèmes de navires moins intéressants.

Ce n’est cependant pas un vaisseau-tombeau. 

En chiffres, la plupart des membres de l'équipage semblent s'être échappés avant de laisser la coque abandonnée. Quelques malheureuses victimes de violence personnelle semblent avoir été laissées pour compte dans une sorte de conflit interne, et les cycles n'ont pas été aussi doux que ce qui est resté alors que les systèmes de survie ont lentement échoué.",GS_PIRATES_cont2:Continue,
GS_PIRATES_cont2Sel,DialogOptionSelected,$option == GS_PIRATES_cont2,$salvageLeaveText = Leave 0,"Un rapide examen des journaux de bord que les officiers supérieurs ont pris la peine de tenir suggère que ce navire faisait partie d'une petite flottille de pirates qui traquait une expédition indépendante bien approvisionnée qui se frayait un chemin à travers la frange extérieure. Cette expédition repéra les pirates, puis brûla rapidement vers les Abysses. Les pirates les suivirent et perdirent bientôt leur proie dans l'obscurité abrutissante.

Avec la diminution des approvisionnements et du carburant et l'absence de certitude d'un « réapprovisionnement hostile », les dirigeants pirates ont commencé à se disputer, puis à démolir les coques tout en consolidant l'équipage sur les navires restants – à la pointe du canon, si nécessaire.

Il semble qu’il n’y avait pas assez de place pour tout le monde.","salExplore:Assess the ship's salvage value
defaultLeave:Leave",
,,,,,,
,,,,,,
# Stranded in deep space with no Transverse Jump,,,,,,
StrandedInDeepSpaceStart,StrandedInDeepSpace,,,"On ne peut plus le nier.

Vous êtes coincé dans l'espace lointain près d'un obscur objet céleste après avoir bêtement sauté dedans avant de vous assurer que votre $shipOrFleet pourrait en ressortir.

Les officiers de passerelle évitent très soigneusement une panique pure et simple, assignent des tâches de maintenance temporaires et mettent fin à la spéculation. Pourtant, vous ne pouvez pas vous empêcher de remarquer des regards interrogateurs - les entretoises suivront presque n'importe quel ordre, mais c'est une grave erreur. 

Votre officier de navigation semble avoir une discussion animée sur les communications intra-navire avec votre chef technique. Vous saisissez des phrases clés, « trop dangereux », « théoriquement impossible », « travaillé une fois ».","strandedInDeepSpace0:""Nav, report.""",
StrandedInDeepSpace0,DialogOptionSelected,$option == strandedInDeepSpace0,,"Navigation, profondément gêné d'être surpris en plein débat, salue et explique.

Il semblerait qu'un technicien supérieur en service d'hyperdrive insiste pour vous parler. Ils ont une idée un peu folle concernant le retour dans l'hyperespace et ont convaincu votre ingénieur en chef que c'est viable.","strandedInDeepSpace1:""Meeting, now. My cabin.""",
StrandedInDeepSpace1,DialogOptionSelected,$option == strandedInDeepSpace1,,"Ancien et marqué par les radiations, le technicien supérieur est en effet un technicien supérieur, ayant probablement plus d'expérience spatiale que tout autre équipage ou officier à votre service. L'ancien espaceur produit un salut minimum viable. ""$PlayerSirOrMadam. Tout mon respect, mais vous avez fait une véritable connerie en mettant le $shipOrFleet dans un puits à gravier qui n'a rien et nulle part.""

Votre officier de navigation inspire pour commencer une réprimande, mais l'espaceur brûle en avant, ""La bonne nouvelle est que j'ai vu qu'il était possible de sauter directement dans l'hyperespace. Risqué, cependant"", disent-ils en baissant les yeux. ""Risqué.""

""Mais,"" un sourire en coin apparaît, ""Mieux vaut devoir manger les officiers, n'est-ce pas ?""","strandedInDeepSpace2:""What is your proposal, senior technician?""",
StrandedInDeepSpace2,DialogOptionSelected,$option == strandedInDeepSpace2,"SetTextHighlights ""Transverse Jump""","Le légendaire capitaine contrebandier qui a montré cette astuce aux techniciens supérieurs leur a fait promettre de n'en parler à personne. Mais vu comment elle est décédée une quarantaine de cycles auparavant, et compte tenu de la situation actuelle, le vieil espaceur est prêt à contourner légèrement l'esprit de l'accord pour se sortir de ce pétrin.

Une modification du logiciel de terrain de l'hyperdrive vous permettra d'effectuer une sorte de saut transversal directement vers l'hyperespace depuis l'espace normal. Il est également utile pour passer par des points de saut sous-viables qui sont inaccessibles lors de la réalisation d'hypersauts dans les paramètres approuvés par le domaine. 

Nav a l'air consterné et l'ingénierie secoue la tête alors qu'ils examinent les modifications proposées sur un TriPad battu.","strandedInDeepSpace3a:""Will it work?""
strandedInDeepSpace3b:""What are the risks?""
strandedInDeepSpace3c:""Make the modifications and prepare to jump.""",
StrandedInDeepSpace3a,DialogOptionSelected,$option == strandedInDeepSpace3a,RemoveOption strandedInDeepSpace3a,"Votre officier de navigation soupire, l'air désemparé.

« Théoriquement », disent-ils en se frottant les yeux.

""C'est extrêmement peu orthodoxe. Cette... cette notion d'empilement de résonance inversée"", pointent-ils vers un diagramme arcanique qui tourne le long d'axes quelque peu au nord de quatre dimensions, des arcs et des lignes s'agitant avec un enthousiasme non euclidien à travers le simple espace tridimensionnel de l'espace. holo.

""Ça ne devrait pas marcher. Les calculs semblent donner la bonne solution, mais pour y arriver...""",,
StrandedInDeepSpace3b,DialogOptionSelected,$option == strandedInDeepSpace3b,RemoveOption strandedInDeepSpace3b,"Votre ingénieur en chef arrête de secouer la tête pour répondre.

""Eh bien. Nos générateurs de champ n'ont pas été conçus pour ça, mais cela devrait tomber - juste - dans les limites de défaillance. Nous devrons aller combattre l'agrav, ranger tout et tout le monde.""

Un soupir, comme pour abandonner, puis : « Si ça ne marche pas, nous sommes tous morts et ce sera si rapide que nous ne le saurons même pas. Si ça marche, ça va faire mal. Attendez-vous à un impact important. La préparation opérationnelle a été affectée et nous aurons besoin de réparations.

Un regard pensif, ""Bien sûr, en supposant que cela fonctionne, avec la télémétrie à partir de laquelle calibrer...""

Votre officier de navigation semble frappé par cette pensée.",,
StrandedInDeepSpace3c,DialogOptionSelected,$option == strandedInDeepSpace3c,"AddAbility fracture_jump
$makeTranverseJumpCostMoreCROnce = true","""$PlayerSirOrMadam"", répondent-ils tous. Le vieil espaceur sourit une fois de plus de manière inégale aux sourcils froncés de vos officiers supérieurs.",defaultLeave:Return to your command,
,,,,,,
#dialogTopLevelMenuOptions,PopulateOptions,$menuState == fleetConvMain,,,"#demand:Demand...
#offer:Offer...
#ask about:Ask about...
cutCommLink:Cut the comm link",
# wormhole cache,,,,,,
limboWormholeCacheBegin,BeginSalvage,$limboWormholeCache score:1000,,"Une fois les défenses automatisées supprimées, vos sauveteurs sont libres d'ouvrir les énormes coffres-forts zéro G de la cache. L'alimentation électrique est fournie aux conduits morts, les circuits à fusibles sont remplacés par des raccords temporaires et les grandes portes sont persuadées de desserrer leurs contraintes mécaniques.

Au premier abord, il semble vide. Un tombeau colossal, jamais rempli. Ensuite, le radar monté sur la sonde commence à créer une image sur l'écran de votre pont tandis que les lumières des combinaisons empilent leurs faisceaux dans l'espace, captant les dérives de poussière et de gaz mises à flot par la réouverture. Les longerons brillent dans le noir, révélant une triple symétrie radiale.

""$PlayerSirOrMadam"", dit votre officier technique, son attention fixée non pas sur les caméras de la combinaison ou sur l'écran du pont, mais sur les spécifications techniques défilant à travers un écran déjà rempli de diagrammes et de documents. ""Tu dois voir ça.""",limbo_wormholeCacheBegin2:Continue,
limboWormholeCacheBegin2,DialogOptionSelected,$option == limbo_wormholeCacheBegin2,"$player.gotWormholeCalibrationData = true
AddTextSmall ""Acquired wormhole calibration data for nearby stable location"" highlight","C'est vieux. Très vieux. Mais les requêtes envoyées par les interfaceurs de vos sauveteurs reviennent au vert. Pour la plupart.

""C'est une ancre de trou de ver"", explique votre responsable technique, l'enthousiasme palpable. ""Chargé de données d'étalonnage et de carburant pour alimenter tout ce qu'il allait faire. Cela a été préparé pour être déployé au point de stabilité le plus proche. L'automatisation s'est mise en veille à un moment donné, et... la voici.""","salPerform:Examine the find
100:defaultLeave:Just leave",
limboWormholeCacheBeginAgain,BeginSalvage,"$limboWormholeCache score:1000
$player.gotWormholeCalibrationData",,"Les énormes voûtes zéro G de la cache sont ouvertes, ses profondeurs noires de présage comme une tombe colossale.

L’ancienne ancre du trou de ver attend en son centre, le scintillement et la caresse des requêtes de statut revenant principalement au vert. Il est toujours prêt à être utilisé dans l’écurie voisine, mais la livraison de transplutoniques attendue par ses systèmes automatisés n’a jamais été livrée.","salPerform:Examine the find
100:defaultLeave:Leave",
,,,,,,
# Ice giant which the Gate Hauler orbits,,,,,,
gh_namelessIceGiant,OpenInteractionDialog,"$market.isPlanetConditionMarketOnly
$gateHaulerIceGiant score:100","ShowDefaultVisual
FireBest PrintHasSurveyDataTextIfSo
FireBest OtherPlanetInteractionText
FireAll PopulateOptions
FireBest PrintNearbySurveyHostilesTextIfSo","Votre $shipOrFleet s'approche de $entityName.

La géante de glace tourne sous votre $shipOrFleet, éclairée uniquement par la moindre lumière de la galaxie, réchauffée uniquement par la pression interne de la gravité et le moindre scintillement de la désintégration atomique. Il est peu probable qu'elle se forme naturellement dans l'espace interstellaire, mais cette planète a dû être éjectée de son système d'origine par une interaction cataclysmique dans le passé. À la dérive, il est voué à rétrécir et à se refroidir vers le milieu interstellaire au cours de milliards de cycles.",,
