id,type,text1,text2,text3,text4,notes
sabot_fighter,WEAPON,"Tire une deuxième étape de pénétrateurs cinétiques à haute vitesse lorsqu'elle est à portée. Dégâts importants aux boucliers et dégâts EMP massifs lors de l'impact sur la coque ou le blindage ennemi. Difficile d'arrêter avec PD.

Les missiles de classe Sabot sont des armes KE à courte portée et à deux étages. Un premier étage de missile guidé projette un ensemble secondaire à portée de frappe d'une cible protégée. L'ordinateur de ciblage embarqué allume ensuite le propulseur d'un pénétrateur KE. Ce « sabot », comme on l'appelle communément, est généralement un projectile étroit, stabilisé latéralement, fabriqué à partir d'un matériau ultra dense tel que l'uranium appauvri.

Excellent pour abattre les boucliers ennemis et provoquer une surcharge. Le blindage standard du navire est espacé et le sabot inflige donc des dégâts plus gérables si les boucliers sont abaissés à temps pour recevoir l'impact sur le blindage.

Cette monture ne transporte qu'un seul missile.",,,,
breach,WEAPON,Un missile lourdement blindé et rapide avec un bon guidage et une petite ogive anti-blindage spécialisée.,,,,
breachpod,WEAPON,Un missile lourdement blindé et rapide avec un bon guidage et une petite ogive anti-blindage spécialisée.,,,,
pilum,WEAPON,"Un missile à deux étages adapté au soutien à longue portée des navires de combat d'arrière-plan. Le deuxième étage a une vitesse de pointe plus élevée, ce qui lui donne une meilleure chance de vaincre les systèmes de défense ponctuelle.

Système d'arme technologiquement abouti, le missile de classe Pilum est le choix évident pour les frappes à longue portée menées par des capitaines prudents. L'ogive se compose d'un dispositif capable de provoquer des pannes ponctuelles dans les boucliers actifs et d'un générateur EMP pour délivrer un modeste coup de poing à travers ces lacunes. Aucun des deux dispositifs n'est particulièrement efficace en raison des contraintes imposées par les réservoirs de carburant surdimensionnés du missile.

Un système de chargement automatique adapté au combat garantit une utilité continue, quoique modeste, dans les engagements prolongés.",,,,
pilum_large,WEAPON,"Un missile à deux étages adapté au soutien à longue portée des navires de combat d'arrière-plan. Le deuxième étage a une vitesse de pointe plus élevée, ce qui lui donne une meilleure chance de vaincre les systèmes de défense ponctuelle. Le système de lancement « catapulte » produit une concentration de tir plus élevée.

Système d'arme technologiquement abouti, le missile de classe Pilum est le choix évident pour les frappes à longue portée menées par des capitaines prudents. L'ogive se compose d'un dispositif capable de provoquer des pannes ponctuelles dans les boucliers actifs et d'un générateur EMP pour délivrer un modeste coup de poing à travers ces lacunes. Aucun des deux dispositifs n'est particulièrement efficace en raison des contraintes imposées par les réservoirs de carburant surdimensionnés du missile.

Un système de chargement automatique adapté au combat garantit une utilité continue, quoique modeste, dans les engagements prolongés.",,,,
phasecl,WEAPON,"Déploie des charges de proximité à faible vitesse avec un rayon d'explosion impressionnant et une capacité à ignorer les tirs de défense ponctuelle. Particulièrement dévastateur contre les combattants, mais aussi efficace contre les cibles blindées.",,,,
phasecl_bomber,WEAPON,"Déploie des charges de proximité à faible vitesse avec un rayon d'explosion impressionnant. Particulièrement dévastateur contre les combattants, mais aussi efficace contre les cibles blindées.",,,,
typhoon,WEAPON,Ce système d'arme simple mais puissant se compose d'un tube de lancement et d'un chargeur contenant généralement une poignée de torpilles standard de classe Reaper.,,,,
cyclone,WEAPON,"Système de double lanceur capable de lancer un barrage de torpilles. Dévastateur pour ralentir les navires qui ne peuvent pas s'écarter à temps.

Un très grand système d'armes, le lanceur de classe Cyclone est répertorié comme étant doté de deux grands tubes lance-torpilles avec un chargeur interne pouvant contenir vingt torpilles Reaper. Le système de contrôle de tir est lié et tire deux torpilles de classe Reaper en tandem. Un chargeur automatique prépare la prochaine salve du chargeur en quelques secondes.",,,,
hurricane,WEAPON,"Lance un missile qui se divise en plusieurs ogives en se rapprochant de la cible. Particulièrement dévastateur pour les ennemis avec leurs boucliers baissés.

Les tourelles Hurricane sont une arme de la fin de l'expansion conçue pour lancer une nacelle de projecteur automotrice à lancement de missiles multiples. Un ordinateur de ciblage programme le pod avec une solution efficace au fur et à mesure de sa sortie. L'essaim de petits missiles lancés est dangereux pour tous les types de navires. les missiles sont dotés d'une ogive à charge creuse qui les rend plus efficaces contre le blindage ennemi. Ces caractéristiques font du Hurricane une arme de destruction, généralement utilisée uniquement par des officiers d'artillerie ayant pour ordre de détruire complètement leurs cibles paralysées.",,,,
mininglaser,WEAPON,"Laser utilitaire bon marché câblé pour la défense contre les missiles et les chasseurs. Longue portée, mais gênée par sa faible puissance.

Un laser minier Mk I est doté d'un milieu de gain de gaz fluorure réaménagé pour le combat. Le package de ciblage de micro-astéroïdes a été réutilisé pour suivre et cibler les missiles entrants. Généralement inutile pour des cibles plus grandes ou blindées. Possède un faisceau de suivi intégré de 670 nm.",,,,
pdlaser,WEAPON,"Petit laser conçu pour la défense contre les missiles et les chasseurs, avec une grande capacité de suivi, des dégâts décents et une très courte portée.

Simplicité, fiabilité et faibles coûts de flux caractérisent cette arme de défense ponctuelle omniprésente. Le laser est construit autour d'un milieu à gain de dioxyde de carbone combiné à un faisceau marqueur à courte portée. Un simple ensemble de lentilles en un étage sans pièces mobiles permet à l'arme de fonctionner pendant de longues périodes sans procédures de maintenance. De faibles dégâts ont incité à la création du backronyme laser « Priez [c'est un] Dud ».",,,,
taclaser,WEAPON,"Laser de combat standard, utile à moyennes et longues portées. Une arme très flexible, particulièrement efficace contre les cibles non protégées.

Cheval de bataille des armes à faisceaux du secteur, le laser tactique est souvent utilisé en raison de son faible coût de maintenance, de sa polyvalence et de sa facilité de construction. Comprend un milieu de gain de dioxyde de carbone standard, un faisceau marqueur de 530 nm et trois ensembles de lentilles. Une bonne arme de soutien pour les petites embarcations, en particulier lors d'engagements prolongés.",,,,
ioncannon,WEAPON,"Un canon à énergie à moyenne portée qui délivre une impulsion électromagnétique (EMP) et peut rapidement désactiver les systèmes/moteurs ennemis. Peut former un arc vers les modules proches du point d'impact.

Le moyen de gain non standard du canon à ions projette de la matière baryonique hautement ionisée dans un éclair cohérent. Lorsque l'éclair ionique touche la cible, il crée un champ magnétique localisé qui fait des ravages dans toutes sortes d'appareils électroniques, y compris les capteurs, les allumeurs de carburant, les modules de ciblage, les ordinateurs, etc. L'arme fusionne également certains circuits et peut légèrement mettre à rude épreuve les générateurs de bouclier, ainsi cela cause une quantité négligeable de dommages permanents. Rarement le seul type d'arme installé sur les navires.",,,,
ioncannon_fighter,WEAPON,Un canon à énergie à moyenne portée et à tir lent qui délivre une impulsion électromagnétique (EMP) et peut rapidement désactiver les systèmes/moteurs ennemis. Peut former un arc vers les modules proches du point d'impact.,,,,
irpulse,WEAPON,"Un laser à impulsion infrarouge à flux efficace qui tire des éclairs d'énergie à moyenne portée. Une excellente arme pour les rafales de feu prolongées.

Cette arme est identique à la plupart des lasers de combat avec un moyen de gain de dioxyde de carbone tiré à onze microns. Une alimentation à commutation Q permet l'ablation de la cible, ce qui rend l'arme beaucoup plus efficace qu'un faisceau conventionnel, au prix d'une consommation d'énergie beaucoup plus élevée. Le plus souvent utilisé sur les chasseurs ou les frégates, où la faible portée de l'arme peut être compensée par la maniabilité de l'engin installé.",,,,
irpulse_fighter,WEAPON,Un laser à impulsion infrarouge à flux lent et efficace qui tire des éclairs d'énergie à moyenne portée. Une excellente arme pour les rafales de feu prolongées.,,,,
